Ciqual AGB,Ciqual code,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,LCI Name,Ingredients,Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
23884,23884,"Beignet fourré aux fruits, préemballé",produits céréaliers,gâteaux et pâtisseries,"Doughnut filled with fruits, prepacked",Farine de blé,0.03,0.17,0.02,0.03,0.75,0.02,0.00,0.02,0.06,2.69,35.40,9.45,0.10,1.51,0.33
23884,23884,"Beignet fourré aux fruits, préemballé",produits céréaliers,gâteaux et pâtisseries,"Doughnut filled with fruits, prepacked",Sucre blanc,0.01,0.05,0.00,0.00,0.21,0.01,0.00,0.01,0.02,0.51,3.09,2.38,0.21,0.55,0.13
23884,23884,"Beignet fourré aux fruits, préemballé",produits céréaliers,gâteaux et pâtisseries,"Doughnut filled with fruits, prepacked",Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.22,6.08,0.40,21.12,0.80
23881,23881,Beignet à la confiture,produits céréaliers,gâteaux et pâtisseries,Doughnut filled with jam,Œuf de poule,0.06,0.24,0.02,0.04,0.93,0.07,0.01,0.04,0.08,1.96,25.00,10.90,0.50,2.17,0.37
23881,23881,Beignet à la confiture,produits céréaliers,gâteaux et pâtisseries,Doughnut filled with jam,Framboises,0.03,0.06,0.15,0.00,0.29,0.01,0.00,0.00,0.02,0.18,1.50,45.26,0.57,0.87,1.30
23881,23881,Beignet à la confiture,produits céréaliers,gâteaux et pâtisseries,Doughnut filled with jam,Lait demi-écremé,0.02,0.21,0.01,0.01,0.32,0.02,0.00,0.01,0.02,0.69,11.86,3.11,0.07,0.54,0.11
23881,23881,Beignet à la confiture,produits céréaliers,gâteaux et pâtisseries,Doughnut filled with jam,Farine de blé,0.03,0.17,0.02,0.03,0.74,0.02,0.00,0.02,0.06,2.67,35.06,9.36,0.10,1.49,0.33
23881,23881,Beignet à la confiture,produits céréaliers,gâteaux et pâtisseries,Doughnut filled with jam,Sucre blanc,0.03,0.14,0.01,0.01,0.53,0.03,0.00,0.02,0.04,1.32,7.98,6.12,0.55,1.41,0.33
23881,23881,Beignet à la confiture,produits céréaliers,gâteaux et pâtisseries,Doughnut filled with jam,Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.21,6.08,0.40,21.12,0.80
23880,23880,"Beignet rond moelleux, sans fourrage, saupoudré de sucre",produits céréaliers,gâteaux et pâtisseries,"Doughnut, plain",Œuf de poule,0.07,0.28,0.02,0.05,1.08,0.08,0.01,0.05,0.09,2.28,29.10,12.68,0.58,2.53,0.43
23880,23880,"Beignet rond moelleux, sans fourrage, saupoudré de sucre",produits céréaliers,gâteaux et pâtisseries,"Doughnut, plain",Lait demi-écremé,0.02,0.25,0.01,0.01,0.37,0.02,0.00,0.01,0.02,0.80,13.79,3.62,0.08,0.63,0.13
23880,23880,"Beignet rond moelleux, sans fourrage, saupoudré de sucre",produits céréaliers,gâteaux et pâtisseries,"Doughnut, plain",Farine de blé,0.04,0.20,0.02,0.03,0.86,0.03,0.00,0.02,0.07,3.09,40.62,10.84,0.11,1.73,0.38
23880,23880,"Beignet rond moelleux, sans fourrage, saupoudré de sucre",produits céréaliers,gâteaux et pâtisseries,"Doughnut, plain",Sucre blanc,0.02,0.12,0.01,0.01,0.45,0.02,0.00,0.01,0.04,1.11,6.75,5.18,0.47,1.19,0.28
23880,23880,"Beignet rond moelleux, sans fourrage, saupoudré de sucre",produits céréaliers,gâteaux et pâtisseries,"Doughnut, plain",Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.21,6.08,0.40,21.12,0.80
9822,9822,"Pâtes sèches, aux œufs, cuites, non salées",produits céréaliers,"pâtes, riz et céréales","Dried egg pasta, cooked, unsalted",Œuf de poule,0.13,0.52,0.04,0.09,2.00,0.15,0.02,0.09,0.16,4.21,53.77,23.44,1.07,4.67,0.80
9822,9822,"Pâtes sèches, aux œufs, cuites, non salées",produits céréaliers,"pâtes, riz et céréales","Dried egg pasta, cooked, unsalted",Blé dur,0.04,0.16,0.01,0.04,0.72,0.04,0.01,0.03,0.10,2.88,37.03,3.11,0.06,2.03,0.79
9822,9822,"Pâtes sèches, aux œufs, cuites, non salées",produits céréaliers,"pâtes, riz et céréales","Dried egg pasta, cooked, unsalted",Farine de blé,0.03,0.13,0.01,0.02,0.59,0.02,0.00,0.01,0.05,2.11,27.77,7.41,0.08,1.18,0.26
9822,9822,"Pâtes sèches, aux œufs, cuites, non salées",produits céréaliers,"pâtes, riz et céréales","Dried egg pasta, cooked, unsalted",Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.28,24.07,1.29
24686,24686,Génoise sèche fourrée aux fruits et nappée de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,Dried sponge cake filled with fruits and covered with chocolate,Œuf de poule,0.05,0.20,0.02,0.03,0.75,0.06,0.01,0.03,0.06,1.58,20.18,8.80,0.40,1.75,0.30
24686,24686,Génoise sèche fourrée aux fruits et nappée de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,Dried sponge cake filled with fruits and covered with chocolate,Fromage frais crémeux,0.10,1.10,0.07,0.04,2.13,0.07,0.01,0.03,0.21,4.87,44.87,28.04,0.76,5.03,2.96
24686,24686,Génoise sèche fourrée aux fruits et nappée de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,Dried sponge cake filled with fruits and covered with chocolate,Framboises,0.17,0.32,0.76,0.02,1.48,0.06,0.00,0.01,0.09,0.94,7.66,231.21,2.90,4.46,6.63
24686,24686,Génoise sèche fourrée aux fruits et nappée de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,Dried sponge cake filled with fruits and covered with chocolate,Farine de blé,0.01,0.03,0.00,0.00,0.12,0.00,0.00,0.00,0.01,0.44,5.83,1.56,0.02,0.25,0.05
24686,24686,Génoise sèche fourrée aux fruits et nappée de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,Dried sponge cake filled with fruits and covered with chocolate,Sucre blanc,0.02,0.09,0.01,0.01,0.36,0.02,0.00,0.01,0.03,0.89,5.40,4.14,0.37,0.95,0.22
24686,24686,Génoise sèche fourrée aux fruits et nappée de chocolat,produits céréaliers,céréales de petit-déjeuner et biscuits,Dried sponge cake filled with fruits and covered with chocolate,Autres étapes,0.07,0.40,0.11,0.66,1.07,0.03,0.00,0.01,0.11,1.24,9.07,19.64,0.27,18.09,1.00
4034,4034,"Pomme de terre duchesse, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, cooked",Beurre,0.14,1.95,0.06,0.07,3.14,0.11,0.01,0.06,0.24,4.82,62.08,12.11,1.27,5.72,2.17
4034,4034,"Pomme de terre duchesse, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, cooked",Jaune d'œuf,0.05,0.20,0.02,0.03,0.76,0.06,0.01,0.04,0.06,1.61,20.57,8.97,0.41,1.79,0.30
4034,4034,"Pomme de terre duchesse, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, cooked",Pommes de terre,0.04,0.17,0.03,0.02,0.89,0.02,0.00,0.01,0.05,1.56,28.42,16.75,0.98,2.13,0.81
4034,4034,"Pomme de terre duchesse, surgelée, cuite","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, cooked",Autres étapes,0.13,0.90,0.21,1.59,2.47,0.04,0.00,0.01,0.19,0.79,4.32,12.27,0.65,44.02,2.58
4042,4042,"Pomme de terre duchesse, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, raw",Beurre,0.10,1.37,0.04,0.05,2.20,0.08,0.01,0.04,0.17,3.38,43.60,8.50,0.89,4.01,1.53
4042,4042,"Pomme de terre duchesse, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, raw",Jaune d'œuf,0.03,0.14,0.01,0.02,0.54,0.04,0.01,0.03,0.04,1.13,14.44,6.30,0.29,1.25,0.21
4042,4042,"Pomme de terre duchesse, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, raw",Pommes de terre,0.03,0.12,0.02,0.02,0.63,0.01,0.00,0.01,0.03,1.10,19.96,11.77,0.69,1.49,0.57
4042,4042,"Pomme de terre duchesse, surgelée, crue","fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Duchesse potato, frozen, raw",Autres étapes,0.07,0.59,0.11,0.69,1.61,0.02,0.00,0.01,0.11,0.48,2.82,6.35,0.37,21.80,1.42
8109,8109,"Confit de canard, viande (cuisse), sans peau, réchauffé","viandes, œufs, poissons",charcuteries,"Duck confit (conserved in rendered fat), meat (leg) without skin, reheated",Viande avec os,1.05,6.77,0.59,0.75,21.36,0.98,0.14,0.59,1.73,33.26,419.54,214.57,7.88,68.26,10.48
8109,8109,"Confit de canard, viande (cuisse), sans peau, réchauffé","viandes, œufs, poissons",charcuteries,"Duck confit (conserved in rendered fat), meat (leg) without skin, reheated",Sel,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.04,0.19,0.00,0.07,0.09
8109,8109,"Confit de canard, viande (cuisse), sans peau, réchauffé","viandes, œufs, poissons",charcuteries,"Duck confit (conserved in rendered fat), meat (leg) without skin, reheated",Autres étapes,0.13,0.97,0.20,1.45,2.31,0.04,0.00,0.01,0.14,1.73,5.57,13.24,0.58,40.33,2.02
8315,8315,Mousse de canard,"viandes, œufs, poissons",charcuteries,Duck mousse,Œuf de poule,0.02,0.06,0.01,0.01,0.25,0.02,0.00,0.01,0.02,0.52,6.64,2.89,0.13,0.58,0.10
8315,8315,Mousse de canard,"viandes, œufs, poissons",charcuteries,Duck mousse,Viande de poulet sans os,0.42,2.74,0.24,0.30,8.65,0.40,0.06,0.24,0.70,13.42,169.12,87.25,3.18,27.58,4.23
8315,8315,Mousse de canard,"viandes, œufs, poissons",charcuteries,Duck mousse,Viande,0.28,1.76,0.15,0.90,4.04,0.26,0.04,0.16,0.32,8.47,115.38,44.60,1.58,26.38,2.14
8315,8315,Mousse de canard,"viandes, œufs, poissons",charcuteries,Duck mousse,Graisse de porc,0.06,0.38,0.03,0.16,0.82,0.06,0.01,0.04,0.06,1.99,24.89,8.91,0.32,4.38,0.36
8315,8315,Mousse de canard,"viandes, œufs, poissons",charcuteries,Duck mousse,Échalote,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.13,1.12,0.91,0.20,0.15,0.06
8315,8315,Mousse de canard,"viandes, œufs, poissons",charcuteries,Duck mousse,Autres étapes,0.07,0.65,0.12,0.67,1.64,0.03,0.00,0.01,0.07,1.23,4.18,6.66,0.36,21.84,1.17
8232,8232,Terrine de canard,"viandes, œufs, poissons",charcuteries,Duck terrine,Eau de Vie,0.00,0.02,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.02,0.51,0.24,0.00,0.28,0.02
8232,8232,Terrine de canard,"viandes, œufs, poissons",charcuteries,Duck terrine,Viande de poulet sans os,0.43,2.76,0.24,0.31,8.73,0.40,0.06,0.24,0.71,13.55,170.68,88.06,3.21,27.83,4.27
8232,8232,Terrine de canard,"viandes, œufs, poissons",charcuteries,Duck terrine,Viande,0.35,2.23,0.19,1.14,5.12,0.33,0.05,0.20,0.41,10.72,146.03,56.44,2.00,33.39,2.70
8232,8232,Terrine de canard,"viandes, œufs, poissons",charcuteries,Duck terrine,Abats de poulet,0.05,0.32,0.03,0.04,1.00,0.05,0.01,0.03,0.08,1.56,19.70,10.08,0.37,3.21,0.49
8232,8232,Terrine de canard,"viandes, œufs, poissons",charcuteries,Duck terrine,Abats de porc,0.03,0.20,0.02,0.11,0.44,0.03,0.00,0.02,0.03,1.06,13.13,4.82,0.18,2.84,0.20
8232,8232,Terrine de canard,"viandes, œufs, poissons",charcuteries,Duck terrine,Autres étapes,0.07,0.65,0.12,0.67,1.64,0.03,0.00,0.01,0.07,1.23,4.18,6.66,0.36,21.84,1.17
25058,25058,"Canard en sauce (poivre vert, chasseur, etc.)",entrées et plats composés,plats composés,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",Huile combinée (mélange d'huile d'olive et d'huile de graines),0.01,0.03,0.00,0.00,0.25,0.01,0.00,0.00,0.01,0.52,4.91,6.76,0.14,0.31,0.12
25058,25058,"Canard en sauce (poivre vert, chasseur, etc.)",entrées et plats composés,plats composés,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",Viande de poulet sans os,0.69,4.48,0.39,0.50,14.16,0.65,0.09,0.39,1.15,21.97,276.85,142.83,5.20,45.15,6.93
25058,25058,"Canard en sauce (poivre vert, chasseur, etc.)",entrées et plats composés,plats composés,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",Olives,0.01,0.01,0.00,0.00,0.14,0.00,0.00,0.00,0.01,0.23,7.90,1.73,0.33,0.25,0.16
25058,25058,"Canard en sauce (poivre vert, chasseur, etc.)",entrées et plats composés,plats composés,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",Oignons,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.09,0.75,0.58,0.13,0.11,0.04
25058,25058,"Canard en sauce (poivre vert, chasseur, etc.)",entrées et plats composés,plats composés,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",Tomate,0.01,0.05,0.01,0.01,0.17,0.00,0.00,0.00,0.01,0.09,-1.59,3.01,0.33,0.88,0.76
25058,25058,"Canard en sauce (poivre vert, chasseur, etc.)",entrées et plats composés,plats composés,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",Farine de blé,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,1.29,0.34,0.00,0.05,0.01
25058,25058,"Canard en sauce (poivre vert, chasseur, etc.)",entrées et plats composés,plats composés,"Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.27,24.07,1.29
